id,full_name,p_b,job,country,state,city,series,no_of_units,marketing,warranty
2812,Charlton Timson,Personal,Chef,United States,California,Los Angeles,Alienware,1,Tech Blogs,24
2813,Gussie Sarll,Personal,Chef,United States,California,Oakland,Chromebook,1,Tech Blogs,12
2814,Auroora Alonso,Personal,Student,United States,California,San Francisco,Inspiron,1,Tech Blogs,36
2815,Andros Swetland,Personal,Software Engineer,United States,California,San Francisco,XPS,1,Tech Blogs,6
2816,Annadiana Jauncey,Business,Software Engineer,Canada,Ontario,Kirkland Lake,Alienware,52,Tech Blogs,6
2817,Rolf Brosius,Personal,Game developer,Canada,Ontario,Midland,Dell Storage,1,Tech Blogs,12
2818,Willow Oliveras,Business,Software Engineer,Canada,Ontario,Lambton Shores,Dell Storage,33,Tech Blogs,36
2819,Ethelbert Simla,Personal,Student,United States,California,Garden Grove,Dell Storage,2,Tech Blogs,12
2820,Eadie Donegan,Business,Software Engineer,United States,California,Santa Barbara,Inspiron,37,Social Networks,12
2821,Geri Darwent,Personal,Chef,Canada,Ontario,Renfrew,Dell Security,1,Tech Blogs,12
2822,Kirstyn Sothern,Personal,Chef,Canada,Ontario,Oshawa,XPS,1,Tech Blogs,12
2823,Ardella Pesselt,Personal,Student,United States,California,Santa Monica,Dell Security,1,Tech Blogs,6
2824,Zoe Laugharne,Personal,Software Engineer,United States,California,Santa Cruz,Dell Security,1,Tech Blogs,12
2825,Milty Tearney,Personal,Chef,United States,California,Van Nuys,Dell Storage,1,Tech Blogs,6
2826,Ashton Kneale,Business,Software Engineer,United States,California,Fresno,Chromebook,27,Tech Blogs,6
2827,Ira Barock,Personal,Chef,United States,California,Fresno,Chromebook,2,Tech Blogs,6
2828,Lindsey Gallard,Personal,Chef,United States,California,Los Angeles,Dell Storage,2,Tech Blogs,24
2829,Lew Yonge,Personal,Chef,Canada,Ontario,Hanover,XPS,2,Tech Blogs,36
2830,Celinda Ochterlony,Business,Software Engineer,United States,California,San Jose,Dell Storage,72,Tech Blogs,12
2831,Vernen Tunnock,Business,Game developer,United States,California,Long Beach,Inspiron,96,Tech Blogs,36
2832,Tony Mostyn,Business,Game developer,United States,California,Glendale,Alienware,31,Social Networks,12
2833,Henry Corcoran,Business,Software Engineer,Canada,Ontario,Stratford,Dell Storage,70,Tech Blogs,36
2834,Diandra Pollins,Personal,Chef,United States,California,Whittier,Inspiron,2,Tech Blogs,6
2835,Babb Knibley,Personal,Student,Canada,Ontario,Hearst,Dell Security,2,Tech Blogs,6
2836,Gary Trow,Business,Software Engineer,United States,California,Irvine,Alienware,96,Tech Blogs,6
2837,Orelle Keeney,Business,Software Engineer,Canada,Ontario,Waterloo,Inspiron,54,Tech Blogs,36
2838,Sibyl Rolls,Business,Game developer,Canada,Ontario,Woodstock,Dell Storage,51,Tech Blogs,12
2839,Osmund Janout,Business,Software Engineer,Canada,Ontario,St. Thomas,Chromebook,72,Tech Blogs,6
2840,Loy Waumsley,Business,Software Engineer,United States,California,Sacramento,Dell Security,66,Tech Blogs,36
2841,Janis Eringey,Business,Software Engineer,United States,California,Inglewood,Alienware,30,Tech Blogs,24
2842,Yale Figgins,Personal,Game developer,United States,California,Oceanside,XPS,1,Tech Blogs,12
2843,Nicoline De Carlo,Personal,Chef,Canada,Ontario,Belleville,Inspiron,2,Tech Blogs,24
2844,Galvan Simeon,Business,Software Engineer,United States,California,Simi Valley,Alienware,100,Tech Blogs,36
2845,Woody Clavey,Business,Game developer,United States,California,Los Angeles,XPS,62,Tech Blogs,36
2846,Janelle Gorham,Personal,Game developer,Canada,Ontario,Orangeville,Dell Storage,1,Tech Blogs,36
2847,Kristin Dormon,Business,Software Engineer,United States,California,San Diego,Chromebook,38,Tech Blogs,24
2848,Jobina Anglish,Business,Software Engineer,Canada,Ontario,Renfrew,Chromebook,55,Tech Blogs,6
2849,Salome Broggelli,Personal,Student,United States,California,San Diego,Chromebook,2,Tech Blogs,24
2850,Lyndell Oxford,Business,Software Engineer,United States,California,Whittier,Chromebook,60,Tech Blogs,6
2851,Sally Reddy,Business,Game developer,Canada,Ontario,Bells Corners,Inspiron,45,Social Networks,24
2852,Mitchel Irving,Personal,Chef,United States,California,Oakland,Alienware,1,Tech Blogs,6
2853,Carri Hevner,Personal,Game developer,Canada,Ontario,Barrie,Dell Security,1,Tech Blogs,6
2854,Fanchon Von Oertzen,Business,Software Engineer,Canada,Ontario,North Bay,Alienware,42,Tech Blogs,24
2855,Marrilee Fludgate,Personal,Game developer,United States,California,Oceanside,Dell Security,2,Tech Blogs,12
2856,Raimund Ronchetti,Business,Game developer,United States,California,Torrance,Dell Security,30,Tech Blogs,36
2857,Tremain Kipping,Business,Game developer,United States,California,San Diego,Alienware,98,Tech Blogs,6
2858,Ingunna Sinisbury,Business,Game developer,Canada,Ontario,Prince Edward,Alienware,49,Tech Blogs,6
2859,Elysee Coard,Business,Game developer,Canada,Ontario,Parry Sound,Dell Storage,70,Tech Blogs,6
2860,Ellerey Rheam,Business,Software Engineer,United States,California,Inglewood,Inspiron,57,Tech Blogs,6
2861,Alister Matresse,Business,Game developer,United States,California,Bakersfield,XPS,59,Tech Blogs,36
2862,Gerard Dreghorn,Personal,Game developer,United States,California,Sacramento,Alienware,1,Tech Blogs,36
2863,Melissa Babe,Personal,Student,United States,California,San Diego,Inspiron,1,Tech Blogs,36
2864,Gardner Mugford,Business,Game developer,Canada,Ontario,St. Catharines,Dell Storage,82,Tech Blogs,6
2865,Gil Streatley,Personal,Chef,Canada,Ontario,Bells Corners,XPS,2,Social Networks,24
2866,Fannie Hurren,Personal,Software Engineer,Canada,Ontario,Orangeville,Dell Security,2,Tech Blogs,24
2867,Fergus Tidman,Personal,Student,United States,California,Sacramento,XPS,2,Tech Blogs,6
2868,Estella De Blasi,Business,Software Engineer,United States,California,Sacramento,Alienware,63,Tech Blogs,36
2869,Rina Fields,Personal,Software Engineer,United States,California,Los Angeles,XPS,1,Tech Blogs,6
2870,Ardra Blackbourn,Business,Software Engineer,Canada,Ontario,Carleton Place,Alienware,93,Tech Blogs,6
2871,Danna Springate,Business,Game developer,Canada,Ontario,Windsor,Dell Security,92,Tech Blogs,12
2872,Shelia Spurgin,Business,Game developer,United States,California,San Francisco,Chromebook,87,Tech Blogs,24
2873,Sandy O'Fogerty,Personal,Student,United States,California,San Diego,XPS,1,Tech Blogs,24
2874,Devi Grumbridge,Business,Software Engineer,Canada,Ontario,Casselman,Dell Storage,31,Tech Blogs,36
2875,Cobby MacGarvey,Business,Software Engineer,Canada,Ontario,Parry Sound,Dell Security,23,Tech Blogs,6
2876,Morgun Derycot,Business,Game developer,United States,California,Fresno,XPS,76,Tech Blogs,6
2877,Manolo Wilber,Business,Software Engineer,United States,California,Inglewood,Alienware,41,Tech Blogs,36
2878,Aldus Swanger,Personal,Game developer,United States,California,Lancaster,Dell Storage,2,Tech Blogs,6
2879,Ashli MacVanamy,Business,Game developer,Canada,Ontario,Bells Corners,Alienware,78,Tech Blogs,36
2880,Caterina Teather,Personal,Student,Canada,Ontario,North York,Alienware,2,Tech Blogs,6
2881,Catie Matuschek,Personal,Game developer,Canada,Ontario,Deep River,Alienware,1,Tech Blogs,36
2882,Marc Tointon,Business,Game developer,Canada,Ontario,Peterborough,Dell Storage,90,Tech Blogs,36
2883,Brock Harniman,Personal,Chef,Canada,Ontario,Waterloo,Chromebook,1,Tech Blogs,12
2884,Flossy Queyeiro,Personal,Student,United States,California,San Francisco,Dell Security,2,Tech Blogs,24
2885,Odette Tuddenham,Business,Game developer,Canada,Ontario,Thorold,Inspiron,24,Tech Blogs,36
2886,Layla Adolthine,Business,Game developer,United States,California,Garden Grove,Chromebook,48,Tech Blogs,12
2887,Modesty Coplestone,Personal,Game developer,Canada,Ontario,Fort Erie,Alienware,1,Social Networks,36
2888,Lemmy Towhey,Personal,Game developer,United States,California,Carlsbad,Dell Security,1,Tech Blogs,6
2889,Allard Ginner,Personal,Chef,Canada,Ontario,Vaughan,Dell Storage,2,Tech Blogs,6
2890,Callean Lambden,Business,Game developer,United States,California,Sacramento,Dell Security,40,Tech Blogs,6
2891,Jeanine Flye,Business,Software Engineer,Canada,Ontario,Powassan,Dell Storage,57,Social Networks,12
2892,Corey Placido,Business,Game developer,Canada,Ontario,Keswick,XPS,23,Tech Blogs,12
2893,Zeb Simonsen,Business,Game developer,United States,California,San Diego,XPS,87,Tech Blogs,36
2894,Araldo Baike,Personal,Game developer,United States,California,San Diego,Dell Security,1,Tech Blogs,24
2895,Essy Balcers,Personal,Software Engineer,United States,California,Fresno,Inspiron,1,Tech Blogs,24
2896,Bailie Kees,Business,Game developer,Canada,Ontario,Thorold,Dell Storage,69,Tech Blogs,12
2897,Rozanne Malafe,Personal,Software Engineer,United States,California,San Jose,XPS,1,Tech Blogs,6
2898,Den Duhig,Personal,Game developer,Canada,Ontario,Renfrew,XPS,2,Tech Blogs,12
2899,Arlen Lafuente,Business,Game developer,United States,California,Pasadena,Chromebook,23,Tech Blogs,24
2900,Patti Iremonger,Business,Software Engineer,United States,California,Stockton,XPS,89,Tech Blogs,24
2901,Blondelle Bromhead,Personal,Chef,Canada,Ontario,Marathon,Alienware,1,Tech Blogs,24
2902,Leigh Featonby,Personal,Chef,United States,California,Fresno,Alienware,1,Tech Blogs,36
2903,Lenard Minigo,Personal,Software Engineer,United States,California,Orange,Inspiron,2,Tech Blogs,12
2904,Andriette Bertrand,Business,Game developer,Canada,Ontario,Espanola,Dell Storage,97,Social Networks,12
2905,Karina Phillcox,Business,Game developer,United States,California,Fresno,Dell Security,32,Tech Blogs,36
2906,Mathew Foort,Business,Software Engineer,United States,California,Santa Barbara,Inspiron,88,Tech Blogs,24
2907,Lucila Burtonwood,Personal,Student,United States,California,Santa Barbara,Alienware,2,Tech Blogs,12
2908,Georgianne Matthewman,Business,Game developer,United States,California,Long Beach,Dell Storage,53,Tech Blogs,6
2909,Ceciley Jays,Business,Software Engineer,Canada,Ontario,Peterborough,Dell Storage,40,Tech Blogs,6
2910,Russ O'Duilleain,Business,Game developer,Canada,Ontario,Kitchener,Chromebook,34,Tech Blogs,6
2911,Adolphe Grant,Personal,Student,Canada,Ontario,Ajax,XPS,1,Tech Blogs,24
2912,Blondell Bisterfeld,Business,Software Engineer,United States,California,Petaluma,Dell Security,82,Tech Blogs,24
2913,Jodie Gulley,Business,Software Engineer,Canada,Ontario,Greater Napanee,XPS,95,Tech Blogs,24
2914,Loraine Redferne,Business,Game developer,United States,California,Long Beach,Chromebook,44,Tech Blogs,6
2915,Sharla Lynch,Personal,Chef,United States,California,Burbank,Inspiron,2,Tech Blogs,12
2916,Ned Ginty,Personal,Software Engineer,United States,California,San Diego,Alienware,1,Tech Blogs,24
2917,Brenda Bromwich,Personal,Student,Canada,Ontario,Delaware,XPS,2,Tech Blogs,24
2918,Cale Renyard,Business,Game developer,United States,California,Oakland,Alienware,99,Tech Blogs,12
2919,Horatio Coil,Business,Software Engineer,United States,California,Bakersfield,Alienware,61,Tech Blogs,6
2920,Sigismondo Haugh,Business,Game developer,United States,California,Pasadena,XPS,44,Tech Blogs,36
2921,Dag Gladwish,Personal,Student,Canada,Ontario,Owen Sound,Dell Security,2,Tech Blogs,6
2922,Jeff Fairholm,Business,Software Engineer,United States,California,Oceanside,Chromebook,74,Tech Blogs,6
2923,Caritta Organ,Business,Software Engineer,United States,California,San Diego,Inspiron,99,Tech Blogs,24
2924,Paddie Spooner,Personal,Game developer,United States,California,San Diego,Inspiron,1,Tech Blogs,12
2925,Alyse Eim,Personal,Software Engineer,United States,California,Sacramento,Chromebook,1,Tech Blogs,24
2926,Che Ohlsen,Personal,Software Engineer,United States,California,Pasadena,XPS,2,Tech Blogs,36
2927,Helena Korneichuk,Personal,Game developer,United States,California,San Francisco,Inspiron,2,Tech Blogs,24
2928,Corbett Prise,Business,Software Engineer,United States,California,Inglewood,Dell Storage,95,Tech Blogs,12
2929,Kin Jacqueminet,Business,Software Engineer,United States,California,San Diego,XPS,89,Tech Blogs,12
2930,Kaylyn Flury,Personal,Software Engineer,United States,California,San Diego,Inspiron,2,Tech Blogs,36
2931,Letizia Vido,Personal,Game developer,United States,California,Carlsbad,Chromebook,1,Tech Blogs,12
2932,Ibrahim McTrustam,Business,Game developer,United States,California,Inglewood,Inspiron,34,Tech Blogs,24
2933,Romain Massey,Personal,Game developer,India,Andhra Pradesh,Agraharam,Inspiron,1,Social Networks,24
2934,Cyrill Snawden,Business,Software Engineer,Canada,Ontario,Owen Sound,Alienware,56,Tech Blogs,24
2935,Vittorio Ladel,Personal,Student,Canada,Ontario,Kingston,Dell Security,1,Tech Blogs,12
2936,Georgeta Frantzen,Personal,Game developer,United States,California,Sacramento,Alienware,1,Tech Blogs,36
2937,Farrand Heiss,Business,Software Engineer,Canada,Ontario,Pickering,Alienware,89,Tech Blogs,6
2938,Gael Farryn,Personal,Game developer,United States,California,Los Angeles,XPS,2,Tech Blogs,36
2939,Jemie Duffill,Personal,Chef,United States,California,Sacramento,Alienware,2,Tech Blogs,12
2940,Flemming Ramberg,Personal,Chef,United States,California,Los Angeles,Dell Storage,1,Social Networks,6
2941,Parnell Matthewes,Business,Software Engineer,United States,California,San Rafael,XPS,38,Tech Blogs,6
2942,Claudie Kindall,Business,Software Engineer,United States,California,Santa Barbara,Dell Storage,58,Tech Blogs,24
2943,Burlie Eglington,Personal,Student,United States,California,San Francisco,Inspiron,1,Tech Blogs,6
2944,Zechariah Downs,Personal,Software Engineer,Canada,Ontario,Angus,Dell Security,1,Tech Blogs,12
2945,Bertina Billison,Personal,Student,United States,California,Santa Ana,Alienware,2,Tech Blogs,36
2946,Iain Trussell,Business,Software Engineer,Canada,Ontario,Omemee,Dell Security,88,Tech Blogs,24
2947,Tallou Demougeot,Business,Game developer,Canada,Ontario,Ajax,Alienware,75,Tech Blogs,12
2948,Fidelity Grancher,Personal,Software Engineer,United States,California,Corona,XPS,1,Tech Blogs,6
2949,Jilleen Trythall,Business,Game developer,Canada,Ontario,Milton,Dell Storage,22,Tech Blogs,36
2950,Benita Schreurs,Business,Software Engineer,United States,California,Pasadena,XPS,26,Tech Blogs,36
2951,Guido MacNeish,Business,Software Engineer,Canada,Ontario,Markham,XPS,56,Tech Blogs,24
2952,Abel Garron,Business,Game developer,Canada,Ontario,Oshawa,Chromebook,93,Tech Blogs,24
2953,Coraline Scogin,Business,Game developer,Canada,Ontario,Bancroft,Inspiron,49,Tech Blogs,12
2954,Edita Parrett,Personal,Game developer,United States,California,Mountain View,Inspiron,2,Tech Blogs,24
2955,Kristopher Echalie,Business,Game developer,United States,California,Huntington Beach,Alienware,65,Tech Blogs,12
2956,Estel Waiton,Business,Software Engineer,Canada,Ontario,Orillia,Alienware,89,Tech Blogs,12
2957,Jamison Walkden,Business,Game developer,United States,California,San Jose,Alienware,87,Tech Blogs,24
2958,Leland Coope,Personal,Chef,United States,California,Newport Beach,Alienware,2,Tech Blogs,6
2959,Samuele Castagnaro,Business,Game developer,Canada,Ontario,Clarence-Rockland,Chromebook,100,Tech Blogs,24
2960,Immanuel Bradfield,Business,Software Engineer,United States,California,San Jose,Chromebook,46,Tech Blogs,12
2961,Fenelia Sheircliffe,Personal,Game developer,United States,California,Glendale,Chromebook,2,Tech Blogs,6
2962,Isaiah Savery,Business,Software Engineer,United States,California,Los Angeles,XPS,40,Tech Blogs,24
2963,Antonella Caseborne,Business,Software Engineer,Canada,Ontario,Gananoque,XPS,64,Tech Blogs,36
2964,Mae Poskitt,Personal,Game developer,Canada,Ontario,Orangeville,Dell Storage,1,Tech Blogs,36
2965,Berni Temby,Business,Game developer,United States,California,Van Nuys,Dell Storage,79,Tech Blogs,12
2966,Jany Boshier,Business,Game developer,United States,California,Simi Valley,Chromebook,64,Tech Blogs,12
2967,Jeth McAdam,Business,Game developer,Canada,Ontario,Woodstock,Chromebook,82,Tech Blogs,36
2968,Evelin Crannach,Business,Game developer,United States,California,San Bernardino,Dell Security,66,Tech Blogs,6
2969,Antonetta Wotherspoon,Personal,Software Engineer,United States,California,Anaheim,XPS,1,Tech Blogs,24
2970,Shep Ramirez,Personal,Chef,Canada,Ontario,Mississauga,XPS,2,Tech Blogs,24
2971,Juana Josham,Personal,Software Engineer,Canada,Ontario,Midland,Dell Storage,1,Tech Blogs,12
2972,Derek Gadman,Business,Software Engineer,United States,California,Sacramento,Alienware,99,Tech Blogs,24
2973,Dodie Gotliffe,Personal,Software Engineer,Canada,Ontario,Fort Erie,Dell Security,2,Tech Blogs,36
2974,Jewelle Quenby,Business,Software Engineer,United States,California,Van Nuys,Alienware,100,Tech Blogs,24
2975,Boycie Frickey,Personal,Software Engineer,Canada,Ontario,North Bay,Dell Storage,2,Tech Blogs,36
2976,Genny Reynish,Business,Software Engineer,Canada,Ontario,Parry Sound,Inspiron,36,Tech Blogs,6
2977,Jeffrey Broxton,Business,Game developer,Canada,Ontario,Newmarket,Chromebook,70,Tech Blogs,36
2978,Odilia Rodolico,Business,Game developer,United States,California,San Francisco,Chromebook,94,Tech Blogs,6
2979,Eugene Bril,Business,Game developer,Canada,Ontario,Amherstburg,Chromebook,82,Tech Blogs,24
2980,Ulrikaumeko Grewar,Business,Software Engineer,United States,California,Corona,Inspiron,32,Tech Blogs,24
2981,Kacie Vasilyevski,Business,Software Engineer,United States,California,San Jose,Alienware,34,Tech Blogs,24
2982,Konstantine Sharratt,Personal,Chef,Canada,Ontario,Powassan,Chromebook,1,Tech Blogs,36
2983,Bobette Littleton,Business,Software Engineer,United States,California,Sacramento,Chromebook,60,Tech Blogs,36
2984,Judd Hayter,Business,Software Engineer,Canada,Ontario,Hanover,Dell Storage,97,Tech Blogs,6
2985,Feodor Titmus,Business,Game developer,United States,California,San Jose,XPS,41,Tech Blogs,36
2986,Benoit Blueman,Business,Software Engineer,United States,California,Long Beach,XPS,57,Tech Blogs,6
2987,Felicio Rosellini,Personal,Chef,Canada,Ontario,Markham,Alienware,2,Tech Blogs,12
