id,full_name,p_b,job,country,state,city,marketing,series,no_of_units,warranty
4531,Amalita Sterling,Business,Student,United States,California,Sacramento,Recommendation,Servers,31,36
4532,Inness Bish,Personal,Software Engineer,United States,California,San Francisco,Social Networks,Servers,1,24
4533,Rahel Roubeix,Personal,Chef,United States,California,Sacramento,Offline,Alienware,2,12
4534,Davine Farnall,Personal,Game developer,United States,California,Fullerton,Tech Blogs,Servers,1,12
4535,Dunc Maher,Personal,Student,United States,California,Sacramento,Recommendation,Servers,2,6
4536,Lem Castillou,Business,Student,United States,California,Santa Ana,Recommendation,Servers,47,36
4537,Merl Colmore,Personal,Student,Canada,Ontario,Marathon,Social Networks,XPS,1,24
4538,Ara Carrington,Personal,Game developer,Canada,Ontario,Wingham,Recommendation,XPS,1,6
4539,Fannie Wilcinskis,Business,Software Engineer,Canada,Ontario,Barrie,Tech Blogs,XPS,35,36
4540,Kai McGorman,Business,Chef,United States,California,Sacramento,Social Networks,Servers,61,24
4541,Mamie Proudler,Personal,Software Engineer,Canada,Ontario,Camlachie,Social Networks,XPS,1,24
4542,Johannes Hyman,Personal,Chef,United States,California,Santa Ana,Recommendation,Servers,2,12
4543,Krissy Pawlaczyk,Personal,Software Engineer,United States,California,Fullerton,Social Networks,Servers,1,12
4544,Ranique Demcik,Business,Software Engineer,United States,California,Sacramento,Offline,Servers,99,6
4545,Kenn Phebey,Business,Student,United States,California,Petaluma,Tech Blogs,Servers,56,24
4546,Gladi Bickford,Business,Chef,United States,California,San Diego,Offline,Servers,66,6
4547,Doroteya Haughin,Business,Software Engineer,United States,California,Los Angeles,Social Networks,Servers,86,24
4548,Peri Westnage,Personal,Chef,Canada,Ontario,Woodstock,Social Networks,XPS,2,24
4549,Bartlett Rourke,Business,Software Engineer,United States,California,San Bernardino,Tech Blogs,Servers,45,6
4550,Perren Tonsley,Personal,Software Engineer,United States,California,Salinas,Offline,Servers,2,36
4551,Cy Smithson,Business,Software Engineer,Canada,Ontario,Orangeville,Social Networks,XPS,83,6
4552,Cort Realff,Personal,Chef,United States,California,San Diego,Tech Blogs,Servers,1,36
4553,Dal O'Shea,Personal,Chef,Canada,Ontario,Norfolk County,Tech Blogs,XPS,2,6
4554,Brenna Foystone,Personal,Software Engineer,United States,California,San Diego,Social Networks,Servers,2,12
4555,Waldo Lavielle,Business,Student,United States,California,Burbank,Tech Blogs,XPS,83,12
4556,Linnet Treweek,Business,Game developer,United States,California,Sacramento,Social Networks,Alienware,83,6
4557,Akim McCory,Personal,Game developer,United States,California,Lancaster,Social Networks,Servers,1,36
4558,Jehanna Cullotey,Business,Chef,Canada,Ontario,Niagara Falls,Offline,Alienware,85,36
4559,Ardath Cristol,Personal,Game developer,Canada,Ontario,Kitchener,Recommendation,XPS,1,12
4560,Robenia Chrishop,Business,Game developer,United States,California,San Diego,Recommendation,Servers,64,36
4561,Kassi Jellico,Business,Game developer,Canada,Ontario,Windsor,Recommendation,XPS,94,36
4562,Hiram Waylen,Personal,Chef,United States,California,San Diego,Offline,Servers,2,24
4563,Derril Kilbride,Personal,Game developer,United States,California,Sacramento,Social Networks,Servers,2,12
4564,Anselm Trayes,Personal,Student,Canada,Ontario,Sarnia,Offline,XPS,1,6
4565,Rochester Horley,Business,Chef,United States,California,Los Angeles,Tech Blogs,Servers,68,24
4566,Stacey Ceillier,Business,Game developer,United States,California,Pasadena,Recommendation,Servers,51,6
4567,Maxi Benazet,Personal,Student,United States,California,Garden Grove,Offline,Servers,2,12
4568,Rabbi Stetson,Personal,Student,Canada,Ontario,London,Offline,Chromebook,1,6
4569,Lesly Facher,Personal,Chef,United States,California,Fresno,Recommendation,Servers,2,12
4570,Meade Thoday,Business,Software Engineer,United States,California,San Diego,Tech Blogs,Servers,54,36
4571,Erin Tomkys,Business,Game developer,Canada,Ontario,Hanover,Social Networks,XPS,71,6
4572,Sandor Fransson,Business,Chef,United States,California,Fullerton,Tech Blogs,Servers,59,36
4573,Sawyere Walmsley,Personal,Student,United States,California,Fresno,Social Networks,Servers,2,36
4574,Kenneth Towne,Business,Software Engineer,Canada,Ontario,Wingham,Recommendation,XPS,25,12
4575,Kurtis Matous,Business,Software Engineer,Canada,Ontario,St. Catharines,Tech Blogs,XPS,59,12
4576,Meir Skeates,Business,Chef,United States,California,San Jose,Social Networks,Servers,41,36
4577,Uriah Simony,Business,Game developer,Canada,Ontario,Orangeville,Social Networks,XPS,33,12
4578,Ajay Vasenin,Business,Game developer,Canada,Ontario,Brant,Social Networks,XPS,54,36
4579,Agosto Origan,Business,Software Engineer,United States,California,San Francisco,Tech Blogs,Servers,87,24
4580,Sandye Paoloni,Personal,Chef,United States,California,Whittier,Recommendation,Servers,2,36
4581,Roman Arthey,Business,Game developer,Canada,Ontario,Fort Erie,Social Networks,XPS,32,12
4582,Shurlock De Cruze,Business,Student,Canada,Ontario,Mattawa,Social Networks,XPS,38,36
4583,Billie Pilcher,Business,Software Engineer,Canada,Ontario,Midland,Social Networks,XPS,24,36
4584,Ole Faustin,Business,Chef,United States,California,San Rafael,Offline,Servers,26,6
4585,Lexis Marushak,Personal,Student,United States,California,Los Angeles,Tech Blogs,Servers,2,12
4586,Rozamond Brackstone,Personal,Student,United States,California,Salinas,Offline,Servers,2,6
4587,Roderick Brislawn,Business,Game developer,United States,California,Oakland,Social Networks,Servers,68,36
4588,Cheslie Warnock,Business,Game developer,United States,California,Mountain View,Recommendation,Servers,26,36
4589,Angelica Vardy,Business,Software Engineer,Canada,Ontario,Toronto,Tech Blogs,XPS,66,36
4590,Adelle Dutnall,Business,Game developer,United States,California,Long Beach,Tech Blogs,Servers,36,24
4591,Avictor Laurand,Personal,Game developer,United States,California,Garden Grove,Social Networks,Servers,1,36
4592,Ruggiero Mellor,Business,Chef,Canada,Ontario,Vaughan,Tech Blogs,XPS,86,6
4593,Corry Orvis,Business,Software Engineer,Canada,Ontario,Gananoque,Recommendation,XPS,56,6
4594,Saloma Edwards,Business,Software Engineer,United States,California,Newport Beach,Recommendation,Servers,85,12
4595,Alyson Eayrs,Personal,Software Engineer,United States,California,Bakersfield,Tech Blogs,Servers,1,36
4596,Costanza Sunnex,Business,Game developer,Canada,Ontario,Newmarket,Offline,XPS,47,24
4597,Emelen Vreiberg,Business,Game developer,Canada,Ontario,Lambton Shores,Tech Blogs,XPS,75,24
4598,Barth Conner,Personal,Game developer,Canada,Ontario,Barrie,Social Networks,XPS,2,6
4599,Marget Boote,Business,Software Engineer,United States,California,Santa Ana,Tech Blogs,Servers,62,36
4600,Elmira Hallford,Personal,Chef,Canada,Ontario,Mississauga,Offline,XPS,2,6
4601,Urbano Ellings,Business,Game developer,Canada,Ontario,Gananoque,Tech Blogs,Inspiron,25,36
4602,Bud Hurnell,Business,Chef,Canada,Ontario,Ajax,Social Networks,XPS,28,12
4603,Skippy Housiaux,Business,Software Engineer,United States,California,Alhambra,Social Networks,Servers,97,6
4604,Thia Swaden,Personal,Chef,United States,California,Sacramento,Tech Blogs,Servers,1,12
4605,Lisbeth Fernier,Personal,Game developer,United States,California,Chico,Tech Blogs,Servers,1,36
4606,Raddy Wolffers,Personal,Student,Canada,Ontario,Arnprior,Recommendation,XPS,2,24
4607,Jacquelyn Cornfield,Personal,Student,Canada,Ontario,Hanover,Recommendation,Alienware,1,36
4608,Husain Rosenbush,Personal,Game developer,United States,California,Corona,Offline,Servers,2,6
4609,Cyndi Barendtsen,Business,Chef,United States,California,Anaheim,Tech Blogs,Servers,78,12
4610,Jillayne Nesbit,Business,Software Engineer,Canada,Ontario,Vaughan,Social Networks,XPS,20,6
4611,Berny Connett,Business,Software Engineer,Canada,Ontario,Petrolia,Offline,XPS,73,36
4612,Kennett Domokos,Business,Game developer,United States,California,Palmdale,Recommendation,Servers,55,6
4613,Cletus Favell,Personal,Software Engineer,Canada,Ontario,Dorchester,Recommendation,XPS,2,36
4614,Hermia Ruddin,Business,Student,Canada,Ontario,Little Current,Social Networks,XPS,94,12
4615,Giavani Costley,Personal,Game developer,United States,California,Inglewood,Offline,Servers,2,36
4616,Barri Antognetti,Business,Game developer,United States,California,Fresno,Recommendation,Servers,69,36
4617,Gelya Nelhams,Personal,Game developer,United States,California,Orange,Recommendation,Servers,2,6
4618,Mimi Crat,Business,Software Engineer,Canada,Ontario,Amherstburg,Social Networks,XPS,59,36
4619,Michaelina Rowlands,Business,Game developer,Canada,Ontario,Renfrew,Social Networks,XPS,81,36
4620,Anjanette Amyes,Personal,Game developer,Canada,Ontario,Kapuskasing,Social Networks,XPS,1,24
4621,Tilly Lante,Business,Software Engineer,Canada,Ontario,Barrie,Offline,XPS,99,6
4622,Boonie Hammersley,Business,Game developer,United States,California,Sacramento,Social Networks,Servers,48,36
4623,Lisbeth Popley,Personal,Chef,Canada,Ontario,Kitchener,Recommendation,XPS,2,6
4624,Amabelle Donn,Business,Chef,Canada,Ontario,Clarence-Rockland,Recommendation,XPS,77,12
4625,Les Fishbourne,Personal,Software Engineer,Canada,Ontario,Wingham,Tech Blogs,XPS,1,12
4626,Raynard Nattriss,Personal,Software Engineer,United States,California,Sacramento,Offline,Alienware,2,36
4627,Chlo Panting,Personal,Chef,United States,California,Stockton,Tech Blogs,Servers,2,36
4628,Anitra Powdrill,Personal,Chef,Canada,Ontario,Brampton,Social Networks,XPS,1,24
4629,Will Rouke,Business,Student,United States,California,Fresno,Social Networks,Servers,82,6
4630,Suzy Gherardi,Business,Game developer,United States,California,Van Nuys,Tech Blogs,Servers,96,36
4631,Mallory Lewin,Business,Game developer,United States,California,San Jose,Offline,Servers,95,36
4632,Bridie Peaseman,Personal,Game developer,Canada,Ontario,St. Catharines,Recommendation,XPS,1,24
4633,Dietrich Cowern,Business,Student,Canada,Ontario,Ingersoll,Tech Blogs,XPS,84,36
4634,Hubey Allright,Business,Chef,Canada,Ontario,Oshawa,Offline,XPS,89,24
4635,Burty Tomlett,Business,Software Engineer,United States,California,San Jose,Tech Blogs,Servers,95,12
4636,Shurlock Clausen-Thue,Personal,Student,United States,California,Fresno,Offline,Servers,2,36
4637,Nerty Rapelli,Personal,Game developer,United States,California,Whittier,Offline,Servers,2,24
4638,Susannah Lyster,Personal,Chef,Canada,Ontario,Thessalon,Tech Blogs,XPS,2,24
4639,Deena Gilroy,Business,Software Engineer,Canada,Ontario,Kingston,Social Networks,XPS,51,24
4640,Bamby Crimpe,Business,Student,Canada,Ontario,Ajax,Offline,XPS,58,36
4641,Reynolds Daveran,Personal,Game developer,Canada,Ontario,Dorchester,Tech Blogs,Alienware,1,36
4642,Damara Cuttles,Personal,Game developer,Canada,Ontario,Orangeville,Tech Blogs,XPS,2,6
4643,Terrijo Ratray,Business,Chef,Canada,Ontario,North Bay,Social Networks,XPS,87,6
4644,Micki Bautiste,Business,Student,Canada,Ontario,Innisfil,Social Networks,XPS,49,36
4645,Regina Le Noury,Business,Game developer,Canada,Ontario,Atikokan,Offline,XPS,65,6
4646,Camille Haisell,Business,Software Engineer,Canada,Ontario,Casselman,Recommendation,Alienware,56,12
4647,Everett Bagworth,Personal,Game developer,Canada,Ontario,Petawawa,Recommendation,XPS,2,6
4648,Verney Ben,Personal,Chef,Canada,Ontario,Hearst,Offline,XPS,2,36
4649,Chariot Thornley,Business,Software Engineer,United States,California,Sacramento,Recommendation,Servers,23,36
4650,Annemarie Harmeston,Business,Chef,Canada,Ontario,Markham,Recommendation,XPS,33,36
4651,Chiquita O'Criane,Personal,Chef,Canada,Ontario,Pembroke,Tech Blogs,XPS,2,24
4652,Cy Pahl,Business,Game developer,Canada,Ontario,Hearst,Recommendation,XPS,31,12
4653,Bette Berg,Personal,Chef,United States,California,Garden Grove,Offline,Servers,2,6
4654,Graham Yeend,Business,Game developer,United States,California,Los Angeles,Tech Blogs,Servers,31,24
4655,Tommie Frogley,Business,Game developer,Canada,Ontario,Angus,Offline,XPS,39,24
4656,Amelina Hattigan,Personal,Software Engineer,Canada,Ontario,Renfrew,Social Networks,XPS,2,12
4657,Catlaina Symington,Personal,Game developer,Canada,Ontario,Willowdale,Social Networks,XPS,2,12
4658,Lira Leonard,Business,Chef,United States,California,Glendale,Social Networks,Servers,60,6
4659,Clem Rookes,Personal,Chef,United States,California,Santa Barbara,Social Networks,Servers,1,12
4660,Shell Rawlison,Business,Software Engineer,Canada,Ontario,Angus,Tech Blogs,XPS,91,24
4661,Agnese Iggalden,Personal,Student,Canada,Ontario,Angus,Tech Blogs,XPS,1,36
4662,Webster McElrea,Personal,Chef,Canada,Ontario,Rayside-Balfour,Social Networks,XPS,2,6
4663,Ev Arnauduc,Personal,Game developer,Canada,Ontario,Kingston,Social Networks,XPS,2,24
4664,Tory Brien,Business,Chef,United States,California,Lancaster,Offline,Servers,38,12
4665,Filippo Wardle,Business,Student,United States,California,Los Angeles,Offline,Servers,82,12
4666,Aleda Omond,Business,Chef,Canada,Ontario,Petrolia,Social Networks,XPS,24,6
4667,Nanny Sherrum,Personal,Game developer,Canada,Ontario,Marathon,Social Networks,XPS,1,6
4668,Nance Spira,Business,Game developer,United States,California,Alhambra,Tech Blogs,Servers,49,6
4669,Tabb Denziloe,Personal,Student,United States,California,San Diego,Social Networks,Servers,1,12
4670,Latrina Bridgland,Business,Software Engineer,United States,California,San Diego,Offline,Servers,49,36
4671,Darcy Bertot,Business,Student,United States,California,Corona,Social Networks,Servers,32,24
4672,Gwendolin Waything,Personal,Student,Canada,Ontario,Bancroft,Social Networks,XPS,1,36
4673,Gilberto Sebert,Business,Chef,United States,California,Los Angeles,Offline,Servers,86,24
4674,Juli Paulus,Personal,Game developer,United States,California,Santa Cruz,Social Networks,Servers,1,6
4675,Bethina Bricksey,Business,Chef,United States,California,San Jose,Tech Blogs,Servers,75,36
4676,Filmore Reynalds,Business,Chef,United States,California,Sacramento,Offline,Servers,35,6
4677,Oneida Georgeson,Business,Student,United States,California,Richmond,Recommendation,Servers,66,6
4678,Robbyn Garnson,Personal,Chef,Canada,Ontario,Aylmer,Social Networks,XPS,1,12
4679,Wake Binton,Personal,Chef,United States,California,Alhambra,Tech Blogs,Servers,1,36
4680,Tully Rouby,Business,Student,Canada,Ontario,Thessalon,Recommendation,XPS,75,12
4681,Brandy Stuttard,Business,Game developer,United States,California,San Jose,Social Networks,Servers,32,24
4682,Teddie Cavaney,Business,Student,United States,California,San Jose,Offline,Servers,51,24
4683,Crissy Tutchings,Personal,Game developer,United States,California,Carlsbad,Tech Blogs,Servers,1,12
4684,Park Mary,Business,Software Engineer,Canada,Ontario,Camlachie,Offline,XPS,60,6
4685,Del McCurtain,Business,Game developer,United States,California,Sacramento,Recommendation,Servers,86,6
4686,Hinda Hastwall,Personal,Game developer,Canada,Ontario,London,Recommendation,XPS,2,12
4687,Selestina Dowglass,Personal,Game developer,United States,California,Pasadena,Tech Blogs,Servers,2,24
4688,Maude Risen,Business,Software Engineer,United States,California,Lancaster,Social Networks,Servers,94,12
4689,Minerva Belf,Business,Software Engineer,Canada,Ontario,Sarnia,Offline,Inspiron,87,24
4690,Goldina Nabbs,Personal,Chef,United States,California,Sacramento,Recommendation,Servers,2,6
4691,Kahlil Trinbey,Personal,Student,Canada,Ontario,Peterborough,Offline,XPS,1,36
4692,Patty Goulthorp,Business,Game developer,United States,California,Sacramento,Recommendation,XPS,51,6
4693,Orin Garey,Business,Student,Canada,Ontario,Kitchener,Tech Blogs,XPS,76,36
4694,Lishe Pottle,Personal,Software Engineer,Canada,Ontario,Petawawa,Social Networks,XPS,2,12
4695,Ernest Mawson,Business,Software Engineer,Canada,Ontario,Mattawa,Offline,XPS,81,12
4696,Colin Ferriday,Personal,Chef,United States,California,San Jose,Tech Blogs,Servers,2,36
4697,Duffy Jimson,Business,Chef,Canada,Ontario,Deep River,Tech Blogs,XPS,68,6
4698,Brnaba Aird,Personal,Student,United States,California,Fullerton,Social Networks,Servers,1,6
4699,Clark Hannabus,Personal,Chef,Canada,Ontario,Newmarket,Recommendation,XPS,1,36
4700,Bordy Hackworthy,Business,Game developer,United States,California,Los Angeles,Recommendation,Servers,76,24
4701,Aristotle Meneely,Personal,Game developer,United States,California,Sunnyvale,Offline,Servers,2,6
4702,Jeromy Maulkin,Personal,Chef,United States,California,Los Angeles,Offline,Servers,2,36
4703,Maure Wimmer,Personal,Game developer,United States,California,Sacramento,Tech Blogs,Servers,2,6
4704,Batsheva Bucktrout,Business,Game developer,United States,California,Fresno,Tech Blogs,Servers,34,6
4705,Chlo Vinten,Business,Chef,Canada,Ontario,North Bay,Offline,XPS,65,36
